RETAILER,BRAND,Product,Product_category,OFFER
,starward,spirits,alcohol,
,claffeys frozen cocktails,wine,alcohol,
,zaya,spirits,alcohol,
,mayflower brewing company,beer,alcohol,
,crank arm brewing,beer,alcohol,
,dashfire,bath & body,health & wellness,
,port askaig islay,spirits,alcohol,
,heb,chips,snacks,
,two chicks,spirits,alcohol,
,big max,wine,alcohol,
,intl delight,coffee,beverages,
,captain brewing lawrence company,beer,alcohol,
,bella pelegrina,wine,alcohol,
,filtrete,hair care,health & wellness,
,pelican harbor,spirits,alcohol,
,king cong brewery,beer,alcohol,
,keystone,beer,alcohol,
,sun light,bath & body,health & wellness,
,radio silver ipa,beer,alcohol,
,wachusett new england ipa variety pack,beer,alcohol,
,kind,crackers,snacks,
,solace brewing co,beer,alcohol,
,e and j cask and cream,spirits,alcohol,
,iceberg,spirits,alcohol,
,petarmor,makeup,beauty,
,tierra buena,malt beverages,alcohol,
,simply,milk,dairy,
,patron citronge,spirits,alcohol,
,newton,wine,alcohol,
,k2 brothers brewing,beer,alcohol,
,mother,fruit juices,beverages,
,robert mondavi,wine,alcohol,
,earth rider blackbecrush tart wheat ale,beer,alcohol,
,rubin prepecenica,spirits,alcohol,
,double barley brewing,beer,alcohol,
,becks,beer,alcohol,
,rescue club brewing company,beer,alcohol,
,tequila mandala,spirits,alcohol,
,pink,deodorant & antiperspirant,health & wellness,
,dogtown naturals,frozen pizza & pizza snacks,frozen,
,broad brook,beer,alcohol,
,founders kbs stout,beer,alcohol,
aldi,egglife,eggs,dairy,Egglife Egg White Wraps at Aldi
,bloomington brewing co,beer,alcohol,
walmart,michael angelo's,sauces & marinades,pantry,Michael Angelo's® Sauce at Walmart
,denali spirits,spirits,alcohol,
,rare perfection,spirits,alcohol,
,fresh gourmet,sauces & marinades,pantry,
,once upon a farm,yogurt,dairy,
,corona refresca mas,malt beverages,alcohol,
,tubi 60,spirits,alcohol,
,thymes,bath & body,health & wellness,
,three floyds seasonal,beer,alcohol,
,wondry,wine,alcohol,
,weed cellars,beer,alcohol,
,shameless pets,medicines & treatments,health & wellness,
,porto kopke,wine,alcohol,
,bar tenders,drink mixes,beverages,
,cantina,spirits,alcohol,
,virginiadiner,snack mixes,snacks,
,revel,spirits,alcohol,
,ranch style,packaged vegetables,pantry,
,krupp brothers,wine,alcohol,
,real ale brewing co,beer,alcohol,
,old nation,beer,alcohol,
,bottoms up cocktails,spirits,alcohol,
,brick west brick x brick ipa,beer,alcohol,
,perimeter,wine,alcohol,
,pierre delize,wine,alcohol,
,winter hill brewing company,beer,alcohol,
,cento,packaged vegetables,pantry,
,tres barricas,spirits,alcohol,
,belle annee,wine,alcohol,
,alive vitamins,medicines & treatments,health & wellness,
,marcelo pelleriti wines,wine,alcohol,
,scrappys bitters,drink mixes,beverages,
,moon pie,spirits,alcohol,
,fox valley winery,wine,alcohol,
,long drink,spirits,alcohol,
,noval black,wine,alcohol,
,o-ke-doke,candy,snacks,
,high five,spirits,alcohol,
,kettle,chips,snacks,
,duke,spirits,alcohol,
,bacardi spiced,spirits,alcohol,
,best maid,wine,alcohol,
,ito en,tea,beverages,
,undurraga,wine,alcohol,
,simple truth,tea,beverages,
,estrella damm,beer,alcohol,
,petrus,beer,alcohol,
,frenzy,wine,alcohol,
,moody tongue,beer,alcohol,
,ravens glenn,wine,alcohol,
,river rat,beer,alcohol,
,duchesse cherry,beer,alcohol,
,piston petes,beer,alcohol,
,unibroue blanche de chambly,beer,alcohol,
,eg,spirits,alcohol,
,bittermens,drink mixes,beverages,
,city lights brewing co,beer,alcohol,
,jeptha creed,spirits,alcohol,
,the balvenie distillery co,spirits,alcohol,
,fat es,drink mixes,beverages,
,north country hard cider,fruit juices,beverages,
,dragon lady,beer,alcohol,
,proclamation ale company,beer,alcohol,
,holy city pilsner,beer,alcohol,
,faust,wine,alcohol,
,bushmills black bush,spirits,alcohol,
,hubert meyer,wine,alcohol,
,j.l. kraft,sauces & marinades,pantry,
,central standard craft distillery,drink mixes,beverages,
,malta principe,beer,alcohol,
,hacienda de chihuahua,spirits,alcohol,
,speakeasy,beer,alcohol,
,promotion in motion,fruit & vegetable snacks,snacks,
,dorda,spirits,alcohol,
,goldminer,bread,pantry,
,made good,cookies,snacks,
,manifest,spirits,alcohol,
,thingsfor your head,malt beverages,alcohol,
,border,spirits,alcohol,
,crisco,cooking & baking,pantry,
,fit the accomplished sampler pack variety pa,beer,alcohol,
,prince alexandre,wine,alcohol,
,tivoli,beer,alcohol,
,moosehead light,beer,alcohol,
,colman's,sauces & marinades,pantry,
,del monte,packaged vegetables,pantry,
,woodys brewing company,beer,alcohol,
,starlight distillery,spirits,alcohol,
,one flock,wine,alcohol,
walmart,sara lee,frozen desserts,frozen,"Sara Lee® bread, select varieties, buy 2 at Walmart®"
walmart,sara lee,frozen desserts,frozen,"Sara Lee® bread select varieties, buy 2"
,sara lee,frozen desserts,frozen,"Sara Lee® Delightful bread, buy 2"
,two rivers,fruit juices,beverages,
,ahold,water,beverages,
,the community spirit,spirits,alcohol,
,lotte,carbonated soft drinks,beverages,
,chateau marjosse,wine,alcohol,
,high west campfire,spirits,alcohol,
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto Barista Blend Collagen & MCTs, online at Amazon"
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto Beauty + Sleep Collagen, online at Amazon"
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto Bars, online at Amazon"
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto Collagen Peptides, online at Amazon"
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto MCT Oil Powder, online at Amazon"
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto Super Reds, online at Amazon"
amazon,perfect keto,nuts & seeds,snacks,"Perfect Keto Exogenous Ketones Powder, online at Amazon"
,sweet baby rays,condiments,pantry,
,dogfish head sonic archaeology,spirits,alcohol,
,haw river farmhouse ales,beer,alcohol,
,vanished valley,beer,alcohol,
,dg,bath & body,health & wellness,
,tidal creek breezy american blonde,beer,alcohol,
,sonic,malt beverages,alcohol,
,double mountain double mountain brewery and taproom,beer,alcohol,
,westward,spirits,alcohol,
,lost coast lost ghost hazy dipa,beer,alcohol,
,west,wine,alcohol,
,4204 main st brewing co,beer,alcohol,
,dingle,spirits,alcohol,
,zwack slivovitz,spirits,alcohol,
,joto,wine,alcohol,
,martinellis,fruit juices,beverages,
,grey goose la vanille,spirits,alcohol,
,lowenbrau,beer,alcohol,
,red shedman,fruit juices,beverages,
,tripping animals brewing,beer,alcohol,
,friend and farmer,wine,alcohol,
,trails end,spirits,alcohol,
,isle saint pierre,wine,alcohol,
,jester king,beer,alcohol,
,asw,spirits,alcohol,
,shitshow,wine,alcohol,
,facundo neo,spirits,alcohol,
,urban pie pizza co,frozen pizza & pizza snacks,frozen,
,the cocktail courier party can,drink mixes,beverages,
,karamalz,beer,alcohol,
,volcan de mi tierra,spirits,alcohol,
,paradise ciders,fruit juices,beverages,
,quinta do gradil,wine,alcohol,
,birds eye,frozen meals,frozen,
,four string brewing co,beer,alcohol,
,kawaba,beer,alcohol,
,wild south,wine,alcohol,
,north coast,fruit juices,beverages,
,altos,spirits,alcohol,
,velero especial,beer,alcohol,
,mod,wine,alcohol,
,warwick valley winery,wine,alcohol,
,3b love,wine,alcohol,
,boxing bear brewing co,beer,alcohol,
,verhaeghe duchesse cherry authentic sour che,beer,alcohol,
,cedar creek,wine,alcohol,
,four daughters loon juice grow a pear hard c,fruit juices,beverages,
,arniston bay,wine,alcohol,
,kubota,wine,alcohol,
,bartenders cocktails,spirits,alcohol,
,city lights brewing co,malt beverages,alcohol,
,chrysalis,wine,alcohol,
,gamesa,cookies,snacks,
,broken barrel,spirits,alcohol,
,wyatt,wine,alcohol,
,wasatch pickup lime sour ale,beer,alcohol,
,rio grande,wine,alcohol,
,dalkowski,spirits,alcohol,
,misty cove,wine,alcohol,
,99 peppermint,spirits,alcohol,
,good culture,cheese,dairy,
,little toad creek,beer,alcohol,
,conde de subirats,wine,alcohol,
,pfriem,beer,alcohol,
,texas,spirits,alcohol,
,chattanooga brewing co,beer,alcohol,
,helles schlenkerla lagerbier,beer,alcohol,
,ska mixed up variety pack,beer,alcohol,
,hoppebrau,beer,alcohol,
,velveeta,packaged meat,pantry,
,mcguires,beer,alcohol,
,frenchs,condiments,pantry,
,la luna,spirits,alcohol,
,barber foods,frozen chicken,frozen meat,
,envy,candy,snacks,Envy Apples pre-packed bags
,envy,candy,snacks,"Envy Apples, pre-packed bags"
,ninkasi brewing,beer,alcohol,
,glider cider,fruit juices,beverages,
,chex mix muddy buddies,candy,snacks,
,mobcraft beer,beer,alcohol,
,boost,candy,snacks,
,chateau fleur cardinale,wine,alcohol,
,oatmeal crisp,"cereal, granola, & toaster pastries",pantry,
,parkway brewing company,beer,alcohol,
,komasa gin,spirits,alcohol,
,rocket republic,beer,alcohol,
,903 brewers seasonal,beer,alcohol,
,cora,feminine hygeine,health & wellness,
,merino,wine,alcohol,
,prairie berry winery,wine,alcohol,
,veza sur spanglish latin lager,beer,alcohol,
,breckenridge velvet variety pack,malt beverages,alcohol,
,cantina di montalcino,wine,alcohol,
,mother earth brewing,beer,alcohol,
,ole orleans,wine,alcohol,
,yoobi,household supplies,household supplies,
,jeffersons,spirits,alcohol,
,sixpoint and victory,beer,alcohol,
,two pitchers brewing co water boy,water,beverages,
,menjurje de ancho reyes,spirits,alcohol,
,rem brand,sauces & marinades,pantry,
,jacob weldon,spirits,alcohol,
,fre,wine,alcohol,
,peps brewhaus,frozen pizza & pizza snacks,frozen,
,tillen farms,drink mixes,beverages,
,tactical ops,beer,alcohol,
,food club,fruit juices,beverages,
,southern california cider co,fruit juices,beverages,
,pillsbury other,refrigerated doughs,dairy,
,el jimador,spirits,alcohol,
,victory golden monkey belgian style tripel a,beer,alcohol,
,artenom seleccion de 1579,spirits,alcohol,
,marques del atrio,wine,alcohol,
,weyauwega star dairy,drink mixes,beverages,
,double cross,spirits,alcohol,
,troop beverage co,spirits,alcohol,
,egberts,drink mixes,beverages,
,church street,beer,alcohol,
,dogfish head and rodenbach,beer,alcohol,
,joyburst,fruit & vegetable snacks,snacks,
,von ebert,beer,alcohol,
,menage a trois,wine,alcohol,
,ant moore,wine,alcohol,
,aveeno,hair care,health & wellness,
,heritage spirits advent calendar,spirits,alcohol,
,shop rite,wine,alcohol,
,doktor strawberry,wine,alcohol,
,skaalvenn distillery,spirits,alcohol,
,wild onion brewing co,beer,alcohol,
,domaine j gueneau,wine,alcohol,
,oh k,bath & body,health & wellness,
,olde english 800 special reserve,malt beverages,alcohol,
,hella cocktail co,drink mixes,beverages,
,jefferson's bourbon,spirits,alcohol,
,pg tips,carbonated soft drinks,beverages,
,la caravedo,spirits,alcohol,
,silent oak,wine,alcohol,
,cocktail punk,drink mixes,beverages,
,spiritless,drink mixes,beverages,
,great brewers,beer,alcohol,
,hayes ranch,wine,alcohol,
,myerss rum,spirits,alcohol,
,busty lush,beer,alcohol,
,konig pilsener,beer,alcohol,
,idoniko,spirits,alcohol,
,ambi,skin care,health & wellness,
,arnold palmer spiked half and half,malt beverages,alcohol,
,snowball,spirits,alcohol,
,fegleys brewworks,beer,alcohol,
,sweet grass vodka,spirits,alcohol,
,peanuts,bath & body,health & wellness,
,lan xtreme,wine,alcohol,
,laughing glass,spirits,alcohol,
,ignacio marin,wine,alcohol,
,eco max,bath & body,health & wellness,
,yards variety pack,beer,alcohol,
,aplanta,wine,alcohol,
,left foot charley,wine,alcohol,
,castle danger brewery,beer,alcohol,
,miami brewing co,beer,alcohol,
,6 bears and a goat,beer,alcohol,
,excelsior,wine,alcohol,
,villa degli olmi,wine,alcohol,
,barr hill,spirits,alcohol,
,lagar da condesa,wine,alcohol,
,clif thins,crackers,snacks,
,yuzu bay,wine,alcohol,
,cascadian farm,frozen vegetables,frozen,
,shirakabe gura,wine,alcohol,
,chi chis,dips & salsa,snacks,
,perfect snacks,fruit & vegetable snacks,snacks,
,a2dc,spirits,alcohol,
,progresso,sauces & marinades,pantry,
,breckenridge good company,malt beverages,alcohol,
,charter 101,spirits,alcohol,
,bala perdida,wine,alcohol,
,cicada,wine,alcohol,
,poncho villa,beer,alcohol,
,fullsteam brewery,beer,alcohol,
,independence brewing co,beer,alcohol,
,rxbar,nuts & seeds,snacks,
,watershed distillery,spirits,alcohol,
,o organics,"cereal, granola, & toaster pastries",pantry,
,mccormick,packaged meat,pantry,
,vikre,wine,alcohol,
,blue point variety pack,beer,alcohol,
,chateau castagnac,wine,alcohol,
,motor city brewing works,beer,alcohol,
,mikes hard tea,malt beverages,alcohol,
,urban chestnut urban seltzer variety pack,malt beverages,alcohol,
,bertolli,red pasta sauce,pasta sauce,
,blood oath,spirits,alcohol,
,sheba,frozen turkey,frozen meat,
,abnormal,beer,alcohol,
,blue buffalo,packaged seafood,pantry,
,masia de la luz,wine,alcohol,
,peabody heights brewery,beer,alcohol,
,grand traverse distillery,spirits,alcohol,
,nabisco honey maid,crackers,snacks,
,murray hill club,spirits,alcohol,
,dunkaroos other,"cereal, granola, & toaster pastries",pantry,
,untitled art and angry chair brewing,beer,alcohol,
,brass foundry cream ale,beer,alcohol,
,translations,wine,alcohol,
,beechnut,cookies,snacks,"Beech-Nut snacks, select varieties"
,beechnut,cookies,snacks,"Beech-Nut pouches, buy 8"
,redneck riviera,spirits,alcohol,
,bauhaus bolo dragonfruit hard seltzer,fruit & vegetable snacks,snacks,
,libby's,packaged meat,pantry,
,inbound super g lovshake milkshake ipa,beer,alcohol,
,mahatma,rice & grains,pantry,
,zapp's,chips,snacks,
,duck walk vineyards,wine,alcohol,
,delicias gourmet carmelita,spirits,alcohol,
,company brewing,beer,alcohol,
,sutter home fre,wine,alcohol,
,bacio de bolle,wine,alcohol,
,ship bottom,fruit juices,beverages,
,napa by napa,wine,alcohol,
,tuyo,spirits,alcohol,
,sirop trading co,drink mixes,beverages,
,podhalanska cytrynowka,spirits,alcohol,
,housatonic river brewing,beer,alcohol,
mcalisters deli,mcalisters deli,frozen turkey,frozen meat,"Sign up for McAlister's Deli Rewards, tap for details"
,crazy about love,wine,alcohol,
,collet,wine,alcohol,
,sommariva,wine,alcohol,
,ospreys dominion,wine,alcohol,
,bristols,beer,alcohol,
,gold spot,spirits,alcohol,
,whetu,wine,alcohol,
,christian w klay winery,wine,alcohol,
,kodiak cakes,nut butters & jam,pantry,
,key west,beer,alcohol,
,greenwise,fresh pasta,pasta & noodles,
,highland brewing,beer,alcohol,
,la grow beer co,beer,alcohol,
,los conejos malditos,wine,alcohol,
,yobo soju,spirits,alcohol,
,gentle ben,spirits,alcohol,
,broadbent,wine,alcohol,
,betty crocker,frozen sides,frozen,
,jks,fruit juices,beverages,
,eleven lakes brewing co,beer,alcohol,
,lost draw,wine,alcohol,
,castellani,wine,alcohol,
,dawn plus hand care,bath & body,health & wellness,
,santa julia,wine,alcohol,
,1623 brewing co,beer,alcohol,
,guerrero,packaged meals & sides,pantry,
,juicy mixes crush,drink mixes,beverages,
,wicked dolphin,spirits,alcohol,
,armada savage queen double ipa,beer,alcohol,
,wild turkey 101,spirits,alcohol,
,saint liberty,spirits,alcohol,
,cherries and rainbows,wine,alcohol,
,hiram walker,spirits,alcohol,
,sensei,wine,alcohol,
,hauenstein,beer,alcohol,
,ommegang brewery,beer,alcohol,
,argiano,wine,alcohol,
,widmer brothers sunlife,beer,alcohol,
,fairweather cider co,fruit juices,beverages,
,alcon,eye care,health & wellness,
,buffalo bayou brewing co,beer,alcohol,
,vanilla puddin,wine,alcohol,
,unshackled,wine,alcohol,
,danica,wine,alcohol,
,barons,spirits,alcohol,
,tox brewing co,beer,alcohol,
,smithworks hard seltzer,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,sawtooth,wine,alcohol,
,door county distillery,spirits,alcohol,
,brita,water,beverages,Brita® Pitcher AND Filter
,brita,water,beverages,Brita® Standard OR Elite Filters
,brita,water,beverages,Brita® Pitcher OR Dispenser
,simple,makeup,beauty,
,barkan,wine,alcohol,
,jean marc barthez,wine,alcohol,
,lokita,spirits,alcohol,
,thomas,bakery,deli & bakery,"Thomas'® Bagel Thins®, buy 2"
,thomas,bakery,deli & bakery,"Thomas'®, select varieties, spend $10"
,thomas,bakery,deli & bakery,Thomas'® Bagel Thins
,rachael ray nutrish,medicines & treatments,health & wellness,
,rush river,beer,alcohol,
,stroehmann bread,bread,pantry,
,dinkelacker,beer,alcohol,
,mke brewing co,beer,alcohol,
,revelry brewing,beer,alcohol,
,kashi,crackers,snacks,
,hormel,deli counter,deli & bakery,
,firefly hollow,beer,alcohol,
,crystal springs brewing company,beer,alcohol,
,ferrari,wine,alcohol,
,hot-kid,baby bathing,baby & toddler,
,nugo,nuts & seeds,snacks,
,villa san giovanni,wine,alcohol,
,mccormick,cooking & baking,pantry,
,sweetens cove,spirits,alcohol,
,milk bar,cookies,snacks,
,suerte,spirits,alcohol,
,weingut eifel pfeiffer,wine,alcohol,
,cerebelly,baby bathing,baby & toddler,
,marrobone,cooking & baking,pantry,
,shannon brewing co,beer,alcohol,
,sophias,spirits,alcohol,
,martinellis gold medal,fruit juices,beverages,
,54 40 beer,beer,alcohol,
,lil drugstore aleve,medicines & treatments,health & wellness,
,cleto chiarli,wine,alcohol,
,claffeys,wine,alcohol,
,tassos,drink mixes,beverages,
,tequila rose,spirits,alcohol,
,xavier v,spirits,alcohol,
,kodiak graham bear bites,crackers,snacks,
,cmapbiu menbhuk,beer,alcohol,
,mother stewarts,beer,alcohol,
,meukow xo,spirits,alcohol,
,blackbird cider works,fruit juices,beverages,
,texas ale project,beer,alcohol,
,tajin,cooking & baking,pantry,
,city gate spirits,spirits,alcohol,
,original pattern brewing company,beer,alcohol,
,voudoux,spirits,alcohol,
,prairie pineapple upside down cake sour ale,beer,alcohol,
,anthem super fancy apple saison,beer,alcohol,
,headbanger,spirits,alcohol,
,kate arnold,wine,alcohol,
,arak touma,spirits,alcohol,
,jesse james,spirits,alcohol,
,lapostolle,wine,alcohol,
,karbach brewing company,beer,alcohol,
,castle island,beer,alcohol,
,code,spirits,alcohol,
,pala,wine,alcohol,
,lexington charismatic golden pilsner,beer,alcohol,
,perla rosado,wine,alcohol,
,jwilkes,wine,alcohol,
,nut harvest,snack mixes,snacks,
,lupulin oktoberfest marzen style lager,beer,alcohol,
,kuro yokaichi imo,spirits,alcohol,
,penn variety pack,beer,alcohol,
,naked river naked light pilsner,beer,alcohol,
,mio,fruit juices,beverages,
,tromba,spirits,alcohol,
,antigal,wine,alcohol,
,steel reserve,beer,alcohol,
,nowhere in particular,beer,alcohol,
,rare barrel blend,wine,alcohol,
,adelberts brewery,beer,alcohol,
,honeoye falls distillery,spirits,alcohol,
,davidson reserve,spirits,alcohol,
,station 26 brewing co,beer,alcohol,
,black knight,wine,alcohol,
,gamle ode,spirits,alcohol,
,charles leonard,makeup,beauty,
,whiskey 43,spirits,alcohol,
,leap,spirits,alcohol,
,bambucha kombucha,malt beverages,alcohol,
,luccio,wine,alcohol,
,kizakuras,beer,alcohol,
,cellar 115,wine,alcohol,
,yazoo pleasure chest variety pack,beer,alcohol,
,mannys three faces,wine,alcohol,
,next round cocktails,wine,alcohol,
,number twelve cider,fruit juices,beverages,
,bandero,spirits,alcohol,
,ofallon brewery,beer,alcohol,
,barton reserve,spirits,alcohol,
,georgi,spirits,alcohol,
,fuzzys,spirits,alcohol,
,lift bridge elevated amber ale,beer,alcohol,
,pb & w,spirits,alcohol,
,hungbloodies,drink mixes,beverages,
,grand hotel mackinac island,wine,alcohol,
,henrys,malt beverages,alcohol,
,hamburger helper,pasta & noodles,pantry,
,flying dog thunderpeel hazy ipa,beer,alcohol,
,mocktail club,drink mixes,beverages,
,newvana,drink mixes,beverages,
,zolo,wine,alcohol,
,shadow puppet brewing company,beer,alcohol,
,heritage,spirits,alcohol,
,southern prohibition brewing,beer,alcohol,
,bright house,household supplies,household supplies,
,nesher,malt beverages,alcohol,
,lodali,wine,alcohol,
,wasserhund brewing company,beer,alcohol,
,twisted x brewing co,beer,alcohol,
,vlasic,pickled goods,pantry,
,brau brothers brewing co,beer,alcohol,
,old williamsburg,spirits,alcohol,
,zing zang rtd,spirits,alcohol,
,indeed brewing company,beer,alcohol,
,alternativa 00,wine,alcohol,
,hollows and fentimans,malt beverages,alcohol,
,radio boca,wine,alcohol,
,hilton head,spirits,alcohol,
,la roche posay,skin care,health & wellness,
,hidden legend,wine,alcohol,
,beak & skiff 1911 variety pack,fruit juices,beverages,
,malta polar,beer,alcohol,
,old forester,drink mixes,beverages,
,dennison's,soup & broth,pantry,
,geaghan brothers variety pack,beer,alcohol,
,calvet,wine,alcohol,
,damnation,beer,alcohol,
,alvear,wine,alcohol,
,fonta flora brewery,beer,alcohol,
,mo sisters,wine,alcohol,
,pennsylvania brewing company,beer,alcohol,
,tullia,wine,alcohol,
,sibling revelry brewing seasonal,beer,alcohol,
,santa barbara olive co,drink mixes,beverages,
,roni,cooking & baking,pantry,
,veterano,spirits,alcohol,
,chateau les riganes,wine,alcohol,
,canadian peak,spirits,alcohol,
,mikes hard seasonal,malt beverages,alcohol,
,2 gingers,spirits,alcohol,
,diseno,wine,alcohol,
,alto medrano,wine,alcohol,
,grove co,household cleaning supplies,household supplies,
,illuminated brew works,beer,alcohol,
,spiteful,beer,alcohol,
,paul jaboulet aine,wine,alcohol,
,herradura,spirits,alcohol,
,fattys,beer,alcohol,
,blue valley,wine,alcohol,
,iq bar,nuts & seeds,snacks,
,christina,wine,alcohol,
,bhramari,beer,alcohol,
,tres agaves,spirits,alcohol,
,pillsbury,frozen desserts,frozen,
,ponderosa valley vineyards,wine,alcohol,
,alewerks,beer,alcohol,
,signature select,chips,snacks,
,relic,beer,alcohol,
,shake n' bake,cooking & baking,pantry,
,biomiracle,bath & body,health & wellness,
,munkle brewing co,beer,alcohol,
,piping rock,spirits,alcohol,
,99 root beer,spirits,alcohol,
,tullamore dew,spirits,alcohol,
,flying bison pair of bison variety pack,beer,alcohol,
,zony mash,beer,alcohol,
,casa de uco,wine,alcohol,
,sparkling ice spiked,malt beverages,alcohol,
,hoffman's,eggs,dairy,
,magic hat seasonal,beer,alcohol,
,c2o,fruit juices,beverages,
,lockhorn,fruit juices,beverages,
,julias table,bakery,deli & bakery,
,azteca,spirits,alcohol,
,earthgrown,wine,alcohol,
,puerto angel,spirits,alcohol,
,foro,wine,alcohol,
,butchs,frozen pizza & pizza snacks,frozen,
,epic tropical tart n juicy ipa,beer,alcohol,
,del cielo brewing co,beer,alcohol,
,zubrowka biala,spirits,alcohol,
,eel river brewing co,beer,alcohol,
,madria sangria,wine,alcohol,
,scuttlebutt brewing company,beer,alcohol,
,aromo,wine,alcohol,
,gagliano,spirits,alcohol,
,sprecher wi old fashioned press hard seltzer,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,13 stripes brewery,beer,alcohol,
,eat heads,beer,alcohol,
,shortbread,wine,alcohol,
,redneck riviera,wine,alcohol,
,san juan seltzer,malt beverages,alcohol,
,temptations,cookies,snacks,
,tucker brewing company,beer,alcohol,
,mothers sunshine chugsuckle new england ipa,beer,alcohol,
,cutwater spirits fugu,spirits,alcohol,
,bloody gerry,drink mixes,beverages,
,western collective,beer,alcohol,
,marika,wine,alcohol,
,fid street,spirits,alcohol,
,la fille du boucher,wine,alcohol,
,sir kensingtons,dressings,pantry,"Sir Kensington's® Condiments, buy 2"
,sir kensingtons,dressings,pantry,Sir Kensington's® Condiments
,izzio,bread,pantry,
,attems,wine,alcohol,
,canasta,wine,alcohol,
,green hat,spirits,alcohol,
,lvz millar,wine,alcohol,
,les vignes de bila haut,wine,alcohol,
,spirits of french lick,spirits,alcohol,
,brewdog hawkes slam funk hard apple cider,fruit juices,beverages,
,village pub,frozen pizza & pizza snacks,frozen,
,coastal rose spritz,wine,alcohol,
,odd13 brewing,beer,alcohol,
,la chouffe,beer,alcohol,
,daniels,wine,alcohol,
,azienda agricola cavazza,wine,alcohol,
,domaine bousquet lalande,wine,alcohol,
,nixta,spirits,alcohol,
,old ox brewery,beer,alcohol,
,rose denfer,wine,alcohol,
,jacquins,spirits,alcohol,
,dr l,wine,alcohol,
,corsendonk,beer,alcohol,
,suffolk punch brewing,beer,alcohol,
,louis m martini,wine,alcohol,
,sancerre,wine,alcohol,
,tates bake shop,cookies,snacks,
,pulpy,wine,alcohol,
,the bitter truth,drink mixes,beverages,
,kigen,wine,alcohol,
,texas keeper,fruit juices,beverages,
,heaven sake,wine,alcohol,
,signature select,dry pasta,pasta & noodles,
,cruz blanca brewing,beer,alcohol,
,downeast,fruit juices,beverages,
,del monte,packaged fruit & applesauce,pantry,
,megasport,water,beverages,
,san polo,wine,alcohol,
,bier brewery,beer,alcohol,
,southern living,cooking & baking,pantry,
,federation brewing,beer,alcohol,
,sup hard seltzer liquid collective llc,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,omni time machine ipa,beer,alcohol,
,topo chico spirited,spirits,alcohol,
,festivo,wine,alcohol,
,noel de calabaza,beer,alcohol,
,dupont,beer,alcohol,
,shebeen brewing company,beer,alcohol,
,isley brewing company,beer,alcohol,
,zarpado,spirits,alcohol,
,private selection,fruit juices,beverages,
,bradshaw,spirits,alcohol,
,cockspur,spirits,alcohol,
,tru-ray,household supplies,household supplies,
,precision foods land o lakes,drink mixes,beverages,
,bacio di bolle,wine,alcohol,
,julius lehrkind i ll be your huckleberry lem,fruit juices,beverages,
,gerard bertrand art de vivre,wine,alcohol,
,duc de valmer,wine,alcohol,
,copper peak,spirits,alcohol,
,sharpie,makeup,beauty,
,perfect bar,yogurt,dairy,
,karbach ultimate party pack variety pack,beer,alcohol,
,neethlingshof,wine,alcohol,
,cognac frapin,spirits,alcohol,
,bayern seasonal,beer,alcohol,
,cinder block,beer,alcohol,
,ajax,household cleaning supplies,household supplies,
,brazos valley brewing company,beer,alcohol,
,signature select,red pasta sauce,pasta sauce,
,masahiro,spirits,alcohol,
,dragon xo,spirits,alcohol,
,wonder flowers,bread,pantry,
,warsteiner,beer,alcohol,
,combos,pretzels,snacks,
,dulceria piloto,drink mixes,beverages,
,roth,wine,alcohol,
,neirano,wine,alcohol,
,bougie,wine,alcohol,
,excel brewing company,beer,alcohol,
,la caliera,wine,alcohol,
,duclaw brewing co,beer,alcohol,
,goya,frozen seafood,frozen meat,GOYA® Coconut Water
,goya,frozen seafood,frozen meat,"GOYA® Adobo Seasoning, 8 ounce+"
,mr beer home brewing,beer,alcohol,
,stillwater artisanal,beer,alcohol,
,woody creek,spirits,alcohol,
,disaronno limited edition,spirits,alcohol,
,nine pin light cider variety pack,fruit juices,beverages,
,lost giants,fruit juices,beverages,
,white claw,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,full circle,chips,snacks,
,les martinieres,wine,alcohol,
,partake,cookies,snacks,
,efes,beer,alcohol,
,h2roads,malt beverages,alcohol,
,mocama,beer,alcohol,
,antiquity blue,spirits,alcohol,
,bakfish brewing co,beer,alcohol,
,gilde,beer,alcohol,
,rhinegeist night whale imperial stout,beer,alcohol,
,bellisio foods,frozen meals,frozen,
,miller 64 light,beer,alcohol,
,fox hill meadery,wine,alcohol,
,99 mangoes,spirits,alcohol,
,keg creek brewing co,beer,alcohol,
,dry point distillers,spirits,alcohol,
,key food,bath & body,health & wellness,
,davidoff,spirits,alcohol,
,substance,wine,alcohol,
,america fresh,bath & body,health & wellness,
,henkell,wine,alcohol,
,martinique clement,spirits,alcohol,
,peak organic brewing co,beer,alcohol,
,bluet,wine,alcohol,
,blackwell,spirits,alcohol,
,kombrewcha,malt beverages,alcohol,
,cvp,household supplies,household supplies,
,tommyknocker,beer,alcohol,
,cantina gabriele,wine,alcohol,
